,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
115,jenkinscammy,https://www.imdb.com/review/rw7158370/?ref_=tt_urv,2021-07-24,6.0,Pretentious but interesting,2021,27,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.5499}",0.5499,positive
116,djalarkin,https://www.imdb.com/review/rw6330697/?ref_=tt_urv,2020-12-02,1.0,Massively overrated.,2020,20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
117,grantss,https://www.imdb.com/review/rw6038125/?ref_=tt_urv,2020-08-29,6.0,James Bond with time travel,2020,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
118,FabledGentleman,https://www.imdb.com/review/rw6041256/?ref_=tt_urv,2020-08-29,8.0,Quite spectacular,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
119,starwarsromania,https://www.imdb.com/review/rw6018687/?ref_=tt_urv,2020-08-22,9.0,The Embonpoint Of Christopher Nolan's mind.,2020,43,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
120,andy_c_les,https://www.imdb.com/review/rw6089254/?ref_=tt_urv,2020-09-12,1.0,Terrible boring nonsense,2020,24,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7964}",-0.7964,negative
121,Lomax,https://www.imdb.com/review/rw6147287/?ref_=tt_urv,2020-10-04,8.0,Watch out for the Dangly Bit,2020,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
122,jerrynick,https://www.imdb.com/review/rw6274214/?ref_=tt_urv,2020-11-15,1.0,So bad it hurts,2020,15,"{'neg': 0.782, 'neu': 0.218, 'pos': 0.0, 'compound': -0.7996}",-0.7996,negative
123,nicostudios,https://www.imdb.com/review/rw6062759/?ref_=tt_urv,2020-09-04,9.0,You won't get it the first time.,2020,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
124,jcullen_s,https://www.imdb.com/review/rw6033960/?ref_=tt_urv,2020-08-28,9.0,Tenet,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
125,SamualM,https://www.imdb.com/review/rw6057930/?ref_=tt_urv,2020-09-03,10.0,10/10,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
126,paradoxn,https://www.imdb.com/review/rw6017616/?ref_=tt_urv,2020-08-22,10.0,Definitely the best movie of the year,2020,37,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",0.7845,positive
127,bluepink,https://www.imdb.com/review/rw6042541/?ref_=tt_urv,2020-08-29,1.0,Disappointing,2020,13,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
128,thmay,https://www.imdb.com/review/rw6017881/?ref_=tt_urv,2020-08-22,10.0,"Christopher Nolan's Grandly Entertaining, Time Slipping Spectacle Is a Futuristic Throwback",2020,91,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,positive
129,Amyth,https://www.imdb.com/review/rw6093813/?ref_=tt_urv,2020-09-14,9.0,"'Feel it, don't try to understand it' - it's the only way.",2020,58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
130,datkaa,https://www.imdb.com/review/rw6038980/?ref_=tt_urv,2020-08-29,4.0,Music was too loud,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
131,darenbooth,https://www.imdb.com/review/rw6058808/?ref_=tt_urv,2020-09-03,10.0,"Extraordinary, cinematography and music outstanding",2020,51,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}",0.6124,positive
132,broadley,https://www.imdb.com/review/rw6043102/?ref_=tt_urv,2020-08-29,3.0,Confusing and hollow,2020,20,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
133,garethdavies,https://www.imdb.com/review/rw7302650/?ref_=tt_urv,2021-09-03,4.0,Too clever for its own good.,2021,28,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",0.7096,positive
134,RosanaBotafogo,https://www.imdb.com/review/rw6622416/?ref_=tt_urv,2021-02-21,6.0,Regular and uninteresting...,2021,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
135,radmehr_radi,https://www.imdb.com/review/rw6033381/?ref_=tt_urv,2020-08-28,9.0,Don't try to understand it feel it!,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
136,haydenluz,https://www.imdb.com/review/rw6087293/?ref_=tt_urv,2020-09-12,9.0,Tenet,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
137,glyn,https://www.imdb.com/review/rw6017876/?ref_=tt_urv,2020-08-22,10.0,Sci-Fi Bending Brilliance,2020,25,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,positive
138,ukproject,https://www.imdb.com/review/rw7510925/?ref_=tt_urv,2021-11-05,3.0,Memento will always be one of my favourite mind bending movies....,2021,66,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
139,carlospires,https://www.imdb.com/review/rw6396272/?ref_=tt_urv,2020-12-24,1.0,"No wonder the movie's official tagline is ""Time runs out"".",2020,58,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
140,doomedmac,https://www.imdb.com/review/rw6101395/?ref_=tt_urv,2020-09-17,7.0,It's good,2020,9,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
141,RJBrez,https://www.imdb.com/review/rw6168328/?ref_=tt_urv,2020-10-12,10.0,Nolan does it again,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
142,dr_mosa,https://www.imdb.com/review/rw7285402/?ref_=tt_urv,2021-08-29,2.0,Way too complicated and annoying,2021,32,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
143,DirkDBrack,https://www.imdb.com/review/rw6388653/?ref_=tt_urv,2020-12-22,1.0,"Not my cup of tea.Waste of 2,5 hours",2020,36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
144,robertwood,https://www.imdb.com/review/rw7276510/?ref_=tt_urv,2021-08-27,1.0,Pseudo intellectual Red Dwarf meets Dr Who,2021,42,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positive
145,golemsense,https://www.imdb.com/review/rw7188286/?ref_=tt_urv,2021-08-02,2.0,this is the end of nolan's career???,2021,36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
146,Zivex,https://www.imdb.com/review/rw6338414/?ref_=tt_urv,2020-12-05,1.0,"Millions of $ to make a ""Sci-fi"" movie in the cheapest way possible",2020,67,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
147,neilebasford,https://www.imdb.com/review/rw6054452/?ref_=tt_urv,2020-09-02,1.0,Absolute non-sense,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
148,rubenm,https://www.imdb.com/review/rw6036315/?ref_=tt_urv,2020-08-28,3.0,There is so much wrong with this movie,2020,38,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.5233}",-0.5233,negative
149,klchu,https://www.imdb.com/review/rw6743351/?ref_=tt_urv,2021-03-26,4.0,Doesn't follow its own rules,2021,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
150,fluffchop,https://www.imdb.com/review/rw7581420/?ref_=tt_urv,2021-11-25,1.0,Unrealistic crap,2021,16,"{'neg': 0.722, 'neu': 0.278, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative
151,martinrobertson,https://www.imdb.com/review/rw6053387/?ref_=tt_urv,2020-09-01,4.0,Disappointing,2020,13,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
152,MogwaiMovieReviews,https://www.imdb.com/review/rw6334108/?ref_=tt_urv,2020-12-03,5.0,Tenable,2020,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
153,bedub,https://www.imdb.com/review/rw6422105/?ref_=tt_urv,2020-12-30,3.0,Audio mixing is terrible,2020,24,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
154,chubarova,https://www.imdb.com/review/rw6166608/?ref_=tt_urv,2020-10-11,10.0,Mind-blowing,2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
155,jay,https://www.imdb.com/review/rw6036514/?ref_=tt_urv,2020-08-28,9.0,Phenomenal movie,2020,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
156,kluseba,https://www.imdb.com/review/rw6050268/?ref_=tt_urv,2020-08-31,7.0,Intellectually challenging but emotionally underwhelming,2020,56,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}",0.25,positive
157,a_lowther,https://www.imdb.com/review/rw6317050/?ref_=tt_urv,2020-11-28,5.0,2020 was a good year for this to come out,2020,41,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
158,NotMoreMovies,https://www.imdb.com/review/rw7381547/?ref_=tt_urv,2021-09-26,3.0,"Ouch, my head!",2021,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
159,Nostromo,https://www.imdb.com/review/rw6317655/?ref_=tt_urv,2020-11-28,6.0,Pretentious in an untimely manner...?,2020,37,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
160,service,https://www.imdb.com/review/rw6362687/?ref_=tt_urv,2020-12-13,1.0,Pretentious and Boring.,2020,23,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
161,dududunne,https://www.imdb.com/review/rw6037509/?ref_=tt_urv,2020-08-29,3.0,Crapola,2020,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
162,benware,https://www.imdb.com/review/rw7281960/?ref_=tt_urv,2021-08-28,3.0,I wanted to like it.,2021,20,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive
163,repojack,https://www.imdb.com/review/rw6159328/?ref_=tt_urv,2020-10-09,6.0,Hoo boy ...,2020,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
164,gigitville,https://www.imdb.com/review/rw6103324/?ref_=tt_urv,2020-09-17,7.0,Not as Good as it Could Be,2020,26,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
165,ue,https://www.imdb.com/review/rw6044124/?ref_=tt_urv,2020-08-30,1.0,Overly Complicated and a Bit Boring,2020,35,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
166,martimusross,https://www.imdb.com/review/rw6045422/?ref_=tt_urv,2020-08-30,3.0,"Over-Rated Bore, Skip it And Stay in Lockdown!",2020,46,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3164}",-0.3164,negative
167,wafflepenguin,https://www.imdb.com/review/rw6018851/?ref_=tt_urv,2020-08-22,8.0,Amazing,2020,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
168,sadako,https://www.imdb.com/review/rw6044857/?ref_=tt_urv,2020-08-30,5.0,"Compared to the show Dark, Tenet is like kindergarten.",2020,54,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,positive
169,hfreinoso,https://www.imdb.com/review/rw6088540/?ref_=tt_urv,2020-09-12,9.0,You really need to watch this again,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
170,stefanozucchelli,https://www.imdb.com/review/rw7536507/?ref_=tt_urv,2021-11-11,6.0,A big headache,2021,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
171,marveller,https://www.imdb.com/review/rw6332785/?ref_=tt_urv,2020-12-03,9.0,Last time there was no 'tenet'!,2020,31,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative
172,benmundie,https://www.imdb.com/review/rw6075122/?ref_=tt_urv,2020-09-08,8.0,Very Interesting Despite the Confusion,2020,38,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.5968}",0.5968,positive
173,StevePunchard,https://www.imdb.com/review/rw7392503/?ref_=tt_urv,2021-09-29,5.0,Not impressed and very confusing,2021,32,"{'neg': 0.613, 'neu': 0.387, 'pos': 0.0, 'compound': -0.5785}",-0.5785,negative
174,cordellm,https://www.imdb.com/review/rw7205516/?ref_=tt_urv,2021-08-07,3.0,Was very disappointed when I first saw it - still don't like it,2021,63,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.6708}",-0.6708,negative
175,abisio,https://www.imdb.com/review/rw6057261/?ref_=tt_urv,2020-09-03,4.0,Another shallow hot air balloon from Nolan; see with subtitles or you will be lost,2020,82,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
176,bmfer,https://www.imdb.com/review/rw6320977/?ref_=tt_urv,2020-11-29,1.0,Is this a joke? A spoof? Its laughable.,2020,39,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.4137}",0.4137,positive
177,RobM,https://www.imdb.com/review/rw6065544/?ref_=tt_urv,2020-09-05,6.0,Complexity above entertainment?,2020,31,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,positive
178,johnharapa,https://www.imdb.com/review/rw6069228/?ref_=tt_urv,2020-09-06,2.0,Thoroughly Disappointing,2020,24,"{'neg': 0.777, 'neu': 0.223, 'pos': 0.0, 'compound': -0.5413}",-0.5413,negative
179,alexandermangoldt,https://www.imdb.com/review/rw6047493/?ref_=tt_urv,2020-08-30,1.0,It's a ludicrous mess.,2020,22,"{'neg': 0.833, 'neu': 0.167, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
180,philfeeley,https://www.imdb.com/review/rw6339931/?ref_=tt_urv,2020-12-05,6.0,Too many incomprehensibilities,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
181,nicorip,https://www.imdb.com/review/rw6703589/?ref_=tt_urv,2021-03-17,4.0,Boring movie,2021,12,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
182,marturanodavid,https://www.imdb.com/review/rw6033492/?ref_=tt_urv,2020-08-28,1.0,The sound mixing makes the movie unbearable,2020,43,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
183,sanimanny,https://www.imdb.com/review/rw6049677/?ref_=tt_urv,2020-08-31,1.0,Easily one of the worst movies I've ever seen,2020,45,"{'neg': 0.304, 'neu': 0.519, 'pos': 0.178, 'compound': -0.4019}",-0.4019,negative
184,emmanuellebarone,https://www.imdb.com/review/rw6019743/?ref_=tt_urv,2020-08-23,9.0,Phenomenal!,2020,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
185,jithinr,https://www.imdb.com/review/rw7506794/?ref_=tt_urv,2021-11-03,2.0,A Disastrous Masterpiece,2021,24,"{'neg': 0.487, 'neu': 0.0, 'pos': 0.512, 'compound': 0.0516}",0.0516,positive
186,dan_tench,https://www.imdb.com/review/rw7884701/?ref_=tt_urv,2022-02-20,5.0,"Love Nolan, don't love this.",2022,28,"{'neg': 0.319, 'neu': 0.284, 'pos': 0.397, 'compound': 0.21}",0.21,positive
187,adamclark,https://www.imdb.com/review/rw6044454/?ref_=tt_urv,2020-08-30,2.0,I debated just leaving,2020,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
188,jmforsyth,https://www.imdb.com/review/rw6031553/?ref_=tt_urv,2020-08-27,9.0,It's a Christopher Nolan Film,2020,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
189,drunken_munki,https://www.imdb.com/review/rw6322362/?ref_=tt_urv,2020-11-29,3.0,This is definitely Nolan's worst film,2020,37,"{'neg': 0.38, 'neu': 0.37, 'pos': 0.25, 'compound': -0.34}",-0.34,negative
190,amadeusmaes,https://www.imdb.com/review/rw6065026/?ref_=tt_urv,2020-09-05,1.0,Nonsensical and infuriating,2020,27,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
191,EpicReviewer,https://www.imdb.com/review/rw6073517/?ref_=tt_urv,2020-09-07,10.0,Just pure genius. This movie is just oustanding,2020,47,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
192,niyantha,https://www.imdb.com/review/rw6122311/?ref_=tt_urv,2020-09-25,7.0,Most challenging Nolan Film,2020,27,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.2247}",0.2247,positive
193,hoernkeem,https://www.imdb.com/review/rw6655700/?ref_=tt_urv,2021-03-03,6.0,"Tenet (2020, Christopher Nolan) Nolan's latest outing too clever for its own good... becomes mired in its own physics",2021,117,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.4588,positive
194,Schuriken,https://www.imdb.com/review/rw6112420/?ref_=tt_urv,2020-09-21,1.0,Boring & Confusing,2020,18,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
195,hansbeimsap,https://www.imdb.com/review/rw8068231/?ref_=tt_urv,2022-04-17,3.0,28 minutes later...,2022,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
196,derekacharette,https://www.imdb.com/review/rw7791449/?ref_=tt_urv,2022-01-23,1.0,Surprising... surprisingly TERRIBLE.,2022,36,"{'neg': 0.545, 'neu': 0.142, 'pos': 0.313, 'compound': -0.3885}",-0.3885,negative
197,Luce,https://www.imdb.com/review/rw7231462/?ref_=tt_urv,2021-08-15,1.0,"The sound is awful, plot is bland.",2021,34,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative
198,lukem,https://www.imdb.com/review/rw6390354/?ref_=tt_urv,2020-12-22,1.0,HORRENDOUS OVER THE TOP CRAP LIKE INCEPTION,2020,43,"{'neg': 0.467, 'neu': 0.219, 'pos': 0.314, 'compound': -0.4767}",-0.4767,negative
199,jtindahouse,https://www.imdb.com/review/rw6018639/?ref_=tt_urv,2020-08-22,8.0,An amazing film that you will require your brain to be working at full capacity,2020,79,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5859}",0.5859,positive
200,cameronjames,https://www.imdb.com/review/rw6092158/?ref_=tt_urv,2020-09-13,10.0,Another fantastic movie by the master himself nolan,2020,51,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.5574}",0.5574,positive
201,namie,https://www.imdb.com/review/rw6097300/?ref_=tt_urv,2020-09-15,10.0,Finally a good movie,2020,20,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
202,littleging,https://www.imdb.com/review/rw6120214/?ref_=tt_urv,2020-09-24,9.0,Another Nolan Masterpiece,2020,25,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
203,spmact,https://www.imdb.com/review/rw6043147/?ref_=tt_urv,2020-08-29,6.0,You shouldn't have to see a movie twice to enjoy it,2020,51,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}",0.4939,positive
204,mister_bateman,https://www.imdb.com/review/rw6343383/?ref_=tt_urv,2020-12-06,1.0,A wannabe Bond film with a stupid story and Diversity™,2020,54,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
205,dovla,https://www.imdb.com/review/rw6322456/?ref_=tt_urv,2020-11-29,1.0,It seems that this 2020 is full of poor movies...,2020,49,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
206,gtenalokes,https://www.imdb.com/review/rw6321671/?ref_=tt_urv,2020-11-29,6.0,2 hours & 30 minutes later I'm still confused,2020,45,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
207,bdpbib,https://www.imdb.com/review/rw7863933/?ref_=tt_urv,2022-02-13,5.0,Intractable,2022,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
208,rickraftus,https://www.imdb.com/review/rw6374338/?ref_=tt_urv,2020-12-17,1.0,Terrible movie not worth wasting your time on,2020,45,"{'neg': 0.396, 'neu': 0.416, 'pos': 0.188, 'compound': -0.3628}",-0.3628,negative
209,isaacsundaralingam,https://www.imdb.com/review/rw6736014/?ref_=tt_urv,2021-03-24,7.0,It's the concept that lands,2021,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
210,johncranberry,https://www.imdb.com/review/rw6030815/?ref_=tt_urv,2020-08-27,1.0,Why play dramatic music over every scene?,2020,41,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.34,positive
211,petemurphy,https://www.imdb.com/review/rw6058944/?ref_=tt_urv,2020-09-03,8.0,A cryptic watch that reveals itself with time,2020,45,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
212,coljam,https://www.imdb.com/review/rw6173631/?ref_=tt_urv,2020-10-14,10.0,Kept me on the edge of my seat!,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
213,jackoday,https://www.imdb.com/review/rw7224386/?ref_=tt_urv,2021-08-13,3.0,Underwhelming,2021,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
214,mikeferguson,https://www.imdb.com/review/rw6878317/?ref_=tt_urv,2021-05-04,7.0,7 stars for the half I understood...,2021,36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
215,Maelific,https://www.imdb.com/review/rw6889108/?ref_=tt_urv,2021-05-07,4.0,Inverted,2021,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
216,creator,https://www.imdb.com/review/rw6051844/?ref_=tt_urv,2020-09-01,1.0,Straight up insulting.,2020,22,"{'neg': 0.525, 'neu': 0.164, 'pos': 0.311, 'compound': -0.3182}",-0.3182,negative
217,allentyson,https://www.imdb.com/review/rw6054582/?ref_=tt_urv,2020-09-02,9.0,Wow.,2020,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
218,andyajoflaherty,https://www.imdb.com/review/rw6671412/?ref_=tt_urv,2021-03-07,7.0,"Decent, but nowhere near Nolan's best...",2021,40,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
219,Or_Sum_Welles,https://www.imdb.com/review/rw6029683/?ref_=tt_urv,2020-08-26,7.0,See it with subtitles!,2020,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
220,pixiii,https://www.imdb.com/review/rw6829184/?ref_=tt_urv,2021-04-19,1.0,Overall B-Grade feel,2021,20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
221,loveasklin,https://www.imdb.com/review/rw6028825/?ref_=tt_urv,2020-08-26,9.0,So good!,2020,8,"{'neg': 0.0, 'neu': 0.223, 'pos': 0.777, 'compound': 0.54}",0.54,positive
222,koval,https://www.imdb.com/review/rw6043608/?ref_=tt_urv,2020-08-30,1.0,Biggest waste of money on a movie,2020,33,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
