,author,url,date,rating,review
223,andyajoflaherty,https://www.imdb.com/review/rw6671412/?ref_=tt_urv,7 March 2021,7,"Decent, but nowhere near Nolan's best..."
224,Or_Sum_Welles,https://www.imdb.com/review/rw6029683/?ref_=tt_urv,26 August 2020,7,See it with subtitles!
225,pixiii,https://www.imdb.com/review/rw6829184/?ref_=tt_urv,19 April 2021,1,Overall B-Grade feel
226,loveasklin,https://www.imdb.com/review/rw6028825/?ref_=tt_urv,26 August 2020,9,So good!
227,koval-51199,https://www.imdb.com/review/rw6043608/?ref_=tt_urv,30 August 2020,1,Biggest waste of money on a movie
228,aprilgregh,https://www.imdb.com/review/rw6369759/?ref_=tt_urv,16 December 2020,9,Innovative and Entertaining
229,tuomaskarna,https://www.imdb.com/review/rw6041948/?ref_=tt_urv,29 August 2020,1,Naive action film
230,Zi_Reviews_Movies,https://www.imdb.com/review/rw7073803/?ref_=tt_urv,29 June 2021,7,Thankyou movie geeks who explain it to us simple-minded fools!
231,sal_sss,https://www.imdb.com/review/rw6338381/?ref_=tt_urv,5 December 2020,1,Don't think you're so smart if you like this movie!
232,Opinate,https://www.imdb.com/review/rw6321115/?ref_=tt_urv,29 November 2020,6,Complicated and Incomprehensible.
233,english_artist,https://www.imdb.com/review/rw6395624/?ref_=tt_urv,24 December 2020,1,Who rates these movies
234,timsourdille,https://www.imdb.com/review/rw6109005/?ref_=tt_urv,19 September 2020,1,Nolan has nothing to say
235,joellivesley,https://www.imdb.com/review/rw6029548/?ref_=tt_urv,26 August 2020,6,"Engaging, thrilling, confusing, complex, inaudible"
236,popcolin,https://www.imdb.com/review/rw6053357/?ref_=tt_urv,1 September 2020,2,Moscow theater should be proud
237,nathanhogan-58651,https://www.imdb.com/review/rw6344060/?ref_=tt_urv,7 December 2020,1,Two and a half hours I will never get back
238,TheBillionthGuyNamedJack,https://www.imdb.com/review/rw6053451/?ref_=tt_urv,1 September 2020,10,Inventive New Take on The Spy Movie Formula
239,woody1950,https://www.imdb.com/review/rw6845283/?ref_=tt_urv,24 April 2021,3,Terrible disappointment
240,Eiriksterminator,https://www.imdb.com/review/rw6382038/?ref_=tt_urv,20 December 2020,8,"Great as long as you can catch on, but with problems."
241,Osmiumos,https://www.imdb.com/review/rw8018031/?ref_=tt_urv,30 March 2022,,"Boring, lifeless, humourless central characters. Blow it all up, I don't care."
242,fensser,https://www.imdb.com/review/rw6340696/?ref_=tt_urv,6 December 2020,1,stupid
243,karlmartin-47352,https://www.imdb.com/review/rw6029088/?ref_=tt_urv,26 August 2020,9,"Another winner, even without Zimmer..."
244,Jeremy_Urquhart,https://www.imdb.com/review/rw6021209/?ref_=tt_urv,23 August 2020,8,Another satisfying blockbuster from Christopher Nolan
245,thedongwu,https://www.imdb.com/review/rw6175172/?ref_=tt_urv,14 October 2020,9,One star off for emotional unevenness
246,mikeh-54044,https://www.imdb.com/review/rw6889602/?ref_=tt_urv,8 May 2021,2,All Movie Basic Elements MIA
247,aykutyekeler,https://www.imdb.com/review/rw8047524/?ref_=tt_urv,10 April 2022,4,Missed opportunity
248,justin-fencsak,https://www.imdb.com/review/rw6469920/?ref_=tt_urv,12 January 2021,3,One of the most confusing movies of the year.
249,IFism,https://www.imdb.com/review/rw6330152/?ref_=tt_urv,2 December 2020,1,Ultimately terrible
250,andrew-hill515,https://www.imdb.com/review/rw6047058/?ref_=tt_urv,30 August 2020,4,Kind of pants
251,adamstommy,https://www.imdb.com/review/rw6030153/?ref_=tt_urv,27 August 2020,1,Disappointed.
252,gabo_alepb,https://www.imdb.com/review/rw6127607/?ref_=tt_urv,26 September 2020,7,Purposely confusing doesn't mean deep !!!!
253,aramsdale,https://www.imdb.com/review/rw6115670/?ref_=tt_urv,22 September 2020,1,PRETENTIOUS TWADDLE
254,psheehanuk,https://www.imdb.com/review/rw6029538/?ref_=tt_urv,26 August 2020,1,You need a degree in time travel to enjoy this
255,wim-24,https://www.imdb.com/review/rw6319151/?ref_=tt_urv,28 November 2020,1,"This belongs under fantasy, not Sci-fi"
256,theprogs,https://www.imdb.com/review/rw6380984/?ref_=tt_urv,19 December 2020,6,Interesting idea with hard execution
257,teiixeiral,https://www.imdb.com/review/rw6901176/?ref_=tt_urv,10 May 2021,8,A truly original film
258,dm-62539,https://www.imdb.com/review/rw7206332/?ref_=tt_urv,8 August 2021,6,confusing but enjoyable
259,rocky1111111,https://www.imdb.com/review/rw6031431/?ref_=tt_urv,27 August 2020,10,"Disappointing at first watch, Masterpiece at second"
260,LisaLR1,https://www.imdb.com/review/rw6124584/?ref_=tt_urv,26 September 2020,8,TENET is Mr. Nolan's Wild Ride!
261,CinematicSyndrome,https://www.imdb.com/review/rw6345002/?ref_=tt_urv,7 December 2020,8,You'll understand what's happening and won't at the same. But crazy fun experience
262,kyleecoyote79,https://www.imdb.com/review/rw6089353/?ref_=tt_urv,12 September 2020,9,I mean...it's Nolan.
263,W011y4m5,https://www.imdb.com/review/rw6330257/?ref_=tt_urv,2 December 2020,8,It's all ideas.
264,nogodnomasters,https://www.imdb.com/review/rw6085691/?ref_=tt_urv,11 September 2020,5,"You don't work for us, you're dead."
265,drqshadow-reviews,https://www.imdb.com/review/rw6885622/?ref_=tt_urv,6 May 2021,6,Ambitious Concept That Gets Bogged-Down in Explaining Itself
266,RoBiN_SinGH211221,https://www.imdb.com/review/rw6602625/?ref_=tt_urv,16 February 2021,7,For me This Is Nolan's Average Movie.
267,HarCarmichael,https://www.imdb.com/review/rw6055228/?ref_=tt_urv,2 September 2020,9,"Brain-Blowing, Mind-****ing, Sci-Fi Action Masterpiece"
268,davidjunderwood,https://www.imdb.com/review/rw6058772/?ref_=tt_urv,3 September 2020,6,"See this at Noon/1200H or 2:00 PM/1400H, so You Can Be As Sharp As Possible"
269,Paradroid78,https://www.imdb.com/review/rw6439891/?ref_=tt_urv,3 January 2021,2,"One point for good acting, another for looking pretty"
270,dromasca,https://www.imdb.com/review/rw7278958/?ref_=tt_urv,28 August 2021,5,Christopher Nolan Plays Again with Time
271,AxProductions,https://www.imdb.com/review/rw7142683/?ref_=tt_urv,19 July 2021,7,Complex yet simple
272,SafReviews,https://www.imdb.com/review/rw6432244/?ref_=tt_urv,1 January 2021,4,I wish I could've watched this with subtitles
273,Metal_Robots,https://www.imdb.com/review/rw6705018/?ref_=tt_urv,17 March 2021,6,Needs repeated views but is it good enough to justify them?
274,catalinmarian-13885,https://www.imdb.com/review/rw7200100/?ref_=tt_urv,6 August 2021,7,My brain hurts so much!!
275,Littleman95,https://www.imdb.com/review/rw6033597/?ref_=tt_urv,28 August 2020,10,Nolan Masterpiece!
276,tchitouniaram,https://www.imdb.com/review/rw6340340/?ref_=tt_urv,5 December 2020,5,"Grandiose film,which fails to deliver..."
277,MovieNinjaGuy,https://www.imdb.com/review/rw6043387/?ref_=tt_urv,29 August 2020,4,"Disappointing, which is what I was expecting."
278,MooWoolf1,https://www.imdb.com/review/rw6045384/?ref_=tt_urv,30 August 2020,5,Nolan wanted too much
279,dashtag1234,https://www.imdb.com/review/rw6392785/?ref_=tt_urv,23 December 2020,7,"Not Nolan at his best, but still pretty good"
280,junkiedog,https://www.imdb.com/review/rw6040101/?ref_=tt_urv,29 August 2020,1,Total flop
281,rickraftus,https://www.imdb.com/review/rw6374343/?ref_=tt_urv,17 December 2020,1,Really bad
282,Waedliman,https://www.imdb.com/review/rw6861341/?ref_=tt_urv,29 April 2021,1,Pretentious waste of money and time
283,dhananjayjadhav-39578,https://www.imdb.com/review/rw6409920/?ref_=tt_urv,27 December 2020,1,Total Confusion For common people
284,fyc-49144,https://www.imdb.com/review/rw6302052/?ref_=tt_urv,23 November 2020,1,"Impossible to follow, pointless drivel"
285,horst69,https://www.imdb.com/review/rw6318602/?ref_=tt_urv,28 November 2020,2,It's not that it tries to appear smart but isn't
286,jashezilla,https://www.imdb.com/review/rw6017094/?ref_=tt_urv,22 August 2020,10,Woah.
287,Fluke_Skywalker,https://www.imdb.com/review/rw7045645/?ref_=tt_urv,19 June 2021,6,The spiritual successor to Inception... just not as good
288,TheTruthofItIs,https://www.imdb.com/review/rw6432588/?ref_=tt_urv,1 January 2021,3,"Tenet: so much potential, so little realized"
289,sonicberet,https://www.imdb.com/review/rw6079487/?ref_=tt_urv,9 September 2020,1,Abysmal
290,Millennialprince,https://www.imdb.com/review/rw6723966/?ref_=tt_urv,21 March 2021,7,Fun but flawed film
291,kunalverma-98631,https://www.imdb.com/review/rw6370748/?ref_=tt_urv,16 December 2020,10,A film that can define Nolan
292,Andy-Wheale,https://www.imdb.com/review/rw6134389/?ref_=tt_urv,29 September 2020,3,"The more you think about it, the worse it gets."
293,goodtime-336-74081,https://www.imdb.com/review/rw6033484/?ref_=tt_urv,28 August 2020,9,Don't usually give ratings this high but .....
294,KonradMoklev,https://www.imdb.com/review/rw6322585/?ref_=tt_urv,29 November 2020,10,Fantastic masterpeace
295,vicenteigg,https://www.imdb.com/review/rw6329148/?ref_=tt_urv,2 December 2020,,the story doesn't end up being as cool as the plot
296,marcocaneira,https://www.imdb.com/review/rw6575182/?ref_=tt_urv,8 February 2021,1,Confusing not worth it
297,peter wheeldon,https://www.imdb.com/review/rw6031120/?ref_=tt_urv,27 August 2020,7,Less than the sum of its parts
298,tccandler,https://www.imdb.com/review/rw6080559/?ref_=tt_urv,10 September 2020,2,Confuses depth with complexity...
299,CrazyArty,https://www.imdb.com/review/rw7171306/?ref_=tt_urv,28 July 2021,7,Ambitious but ultimately confuses
300,allanmichael30,https://www.imdb.com/review/rw6924759/?ref_=tt_urv,15 May 2021,4,Its quite dull-overrated
301,The_Movie_Cat,https://www.imdb.com/review/rw6416422/?ref_=tt_urv,28 December 2020,5,"""There's a cold war... cold as ice."""
302,harrybraff,https://www.imdb.com/review/rw6106649/?ref_=tt_urv,19 September 2020,8,Sometimes a fantasy is all you need.
303,World-viewer,https://www.imdb.com/review/rw6362388/?ref_=tt_urv,13 December 2020,2,A meditation on turgid self-absorption
304,Beejerman,https://www.imdb.com/review/rw6788233/?ref_=tt_urv,7 April 2021,6,JUST OKAY - (6 stars out of 10)
305,cliftonofun,https://www.imdb.com/review/rw6393976/?ref_=tt_urv,24 December 2020,6,"Inception, Bond...and Azkaban?"
306,o_jota,https://www.imdb.com/review/rw7658068/?ref_=tt_urv,18 December 2021,1,2 hours and 25 minutes for what?
307,chunkylefunga,https://www.imdb.com/review/rw6380816/?ref_=tt_urv,19 December 2020,5,Tries too hard
308,seemaseema-72218,https://www.imdb.com/review/rw7289067/?ref_=tt_urv,30 August 2021,1,Worst Movie
309,Angerforz,https://www.imdb.com/review/rw6036578/?ref_=tt_urv,28 August 2020,8,Couldn't be more satisfied!
310,mycannonball,https://www.imdb.com/review/rw7504413/?ref_=tt_urv,2 November 2021,3,Disjointed
311,neetabora,https://www.imdb.com/review/rw6494055/?ref_=tt_urv,17 January 2021,1,Over-thinking leads to chaos
312,mformoviesandmore,https://www.imdb.com/review/rw6323634/?ref_=tt_urv,30 November 2020,4,New stereotypes for characters
313,Chaudhari_M,https://www.imdb.com/review/rw6335233/?ref_=tt_urv,4 December 2020,1,Not interesting and time wasted for Time travel
314,jacksisjax,https://www.imdb.com/review/rw6090431/?ref_=tt_urv,13 September 2020,,Am I just stupid?
315,Delrvich,https://www.imdb.com/review/rw6044773/?ref_=tt_urv,30 August 2020,6,Couldn't suspend my disbelief
316,becauseimhan,https://www.imdb.com/review/rw6101146/?ref_=tt_urv,17 September 2020,10,Rubik's cube of time travel
317,joiningjt,https://www.imdb.com/review/rw6066353/?ref_=tt_urv,5 September 2020,1,Tired if having to see his movies 3 times!!
318,jamesjustice-92,https://www.imdb.com/review/rw6076711/?ref_=tt_urv,8 September 2020,7,"So, what's the principle, Kenneth?"
319,theo-57528,https://www.imdb.com/review/rw6044776/?ref_=tt_urv,30 August 2020,6,"Shaken, but not stirred"
320,Manolo2001,https://www.imdb.com/review/rw7104577/?ref_=tt_urv,9 July 2021,10,Not given lightly
321,ithehappy,https://www.imdb.com/review/rw6496681/?ref_=tt_urv,17 January 2021,6,Psychology is just as much science as Physics
322,waqassaleem-85201,https://www.imdb.com/review/rw6979802/?ref_=tt_urv,29 May 2021,7,Not perfect but good
323,errorinpersona,https://www.imdb.com/review/rw7281892/?ref_=tt_urv,28 August 2021,4,"Made to be complicated, not good"
324,jrwollscheid,https://www.imdb.com/review/rw6054348/?ref_=tt_urv,2 September 2020,10,Mind-bending action better than Inception
325,nrfindell,https://www.imdb.com/review/rw6066009/?ref_=tt_urv,5 September 2020,10,The negative reviews were from those who didn't instantly get it.
326,DeBBss,https://www.imdb.com/review/rw6459436/?ref_=tt_urv,9 January 2021,7,If Only I Had Ten More Brain Cells...
327,e-jackson1985,https://www.imdb.com/review/rw7203918/?ref_=tt_urv,7 August 2021,5,Overly Complicated and Flawed
328,achmoye,https://www.imdb.com/review/rw6329702/?ref_=tt_urv,2 December 2020,2,A disappointing mess
329,kgprophet,https://www.imdb.com/review/rw6060157/?ref_=tt_urv,4 September 2020,6,Has the Nolan formula finally burned out?
330,NicolasTheWolf,https://www.imdb.com/review/rw6072476/?ref_=tt_urv,7 September 2020,10,Another Nolan Masterpiece
331,saadgkhan,https://www.imdb.com/review/rw6020010/?ref_=tt_urv,23 August 2020,7,"High Octane, Ambitious and Confusing"
332,adamculley,https://www.imdb.com/review/rw6509233/?ref_=tt_urv,21 January 2021,9,Not for the hard of thinking!
333,danaimou,https://www.imdb.com/review/rw6368037/?ref_=tt_urv,15 December 2020,7,"Slightly disappointing (and no, not because I did not understand it)"
334,jasonparkers,https://www.imdb.com/review/rw6051451/?ref_=tt_urv,31 August 2020,1,Please save your hard earned money and skip this one
335,jeffstevens38,https://www.imdb.com/review/rw7440466/?ref_=tt_urv,14 October 2021,5,Glossy mishmash.
336,RobAKehoe,https://www.imdb.com/review/rw6937535/?ref_=tt_urv,18 May 2021,6,"Backwards and Forwards, Forwards and Backwards"
337,drifter_74,https://www.imdb.com/review/rw6336233/?ref_=tt_urv,4 December 2020,4,Complex for the sake of being complex
338,prabhupprabhup,https://www.imdb.com/review/rw6094567/?ref_=tt_urv,14 September 2020,8,Not bad
339,fluffset,https://www.imdb.com/review/rw6065958/?ref_=tt_urv,5 September 2020,6,"So, need to study physic or what to understand this?"
340,rickblaine34,https://www.imdb.com/review/rw6383466/?ref_=tt_urv,20 December 2020,7,To be read by Mr. Nolan in 'posterity'
341,texsavi,https://www.imdb.com/review/rw6019028/?ref_=tt_urv,23 August 2020,8,"Enjoyed it even though it's a bit hard to hear, and follow"
342,MovieSoup,https://www.imdb.com/review/rw6505184/?ref_=tt_urv,19 January 2021,7,A hard watch but enjoyable.
343,mgd_m,https://www.imdb.com/review/rw6046670/?ref_=tt_urv,30 August 2020,2,Laughable
344,itsbobr,https://www.imdb.com/review/rw6383362/?ref_=tt_urv,20 December 2020,5,"Good, but the dialogues needed to be clearer"
345,mulhollanddriveway,https://www.imdb.com/review/rw6707445/?ref_=tt_urv,18 March 2021,7,Nolan Being Nolan
346,kevgill-42831,https://www.imdb.com/review/rw6042341/?ref_=tt_urv,29 August 2020,1,Nearly walked out
347,cgbarr-73033,https://www.imdb.com/review/rw6088127/?ref_=tt_urv,12 September 2020,8,Amazing
348,potterundstone,https://www.imdb.com/review/rw6324645/?ref_=tt_urv,30 November 2020,1,So many bugs
349,delsoca,https://www.imdb.com/review/rw6061613/?ref_=tt_urv,4 September 2020,9,The most complex sci fi movie I have seen
350,utblucand,https://www.imdb.com/review/rw6032299/?ref_=tt_urv,27 August 2020,10,Up as a masterpiece with both interstellar and inception
351,PotassiumMan,https://www.imdb.com/review/rw6111869/?ref_=tt_urv,20 September 2020,7,"Ambitious and polished, but flawed Nolan metaphysical espionage thriller"
352,Trustwizmagic,https://www.imdb.com/review/rw6369793/?ref_=tt_urv,16 December 2020,1,Tenet=Terrible
353,selmacpsc,https://www.imdb.com/review/rw6307775/?ref_=tt_urv,25 November 2020,4,What was that? Hard pass.
354,abofahad006,https://www.imdb.com/review/rw6036687/?ref_=tt_urv,28 August 2020,6,Instant replay
355,ansku-1,https://www.imdb.com/review/rw6438853/?ref_=tt_urv,3 January 2021,4,Not a good movie
356,13SecondFilmReviews,https://www.imdb.com/review/rw6104669/?ref_=tt_urv,18 September 2020,,Nolan going the way of Spike Lee?
357,MrMcMurphy,https://www.imdb.com/review/rw6380481/?ref_=tt_urv,19 December 2020,1,Denzel's son is NOT Denzel
358,majoreasy,https://www.imdb.com/review/rw7995528/?ref_=tt_urv,22 March 2022,3,Nice concept...overplayed hand...
359,GB65,https://www.imdb.com/review/rw6043227/?ref_=tt_urv,29 August 2020,6,My Head Hurts
360,yogeshevolution,https://www.imdb.com/review/rw6338313/?ref_=tt_urv,5 December 2020,7,More like LOOPERS movie but way more complicated
361,MohammadyKamal,https://www.imdb.com/review/rw7170011/?ref_=tt_urv,27 July 2021,5,This is fantasy not Sci-Fi
362,Tweetienator,https://www.imdb.com/review/rw6258811/?ref_=tt_urv,11 November 2020,5,Not For Everyone
363,yannisroussos,https://www.imdb.com/review/rw6346973/?ref_=tt_urv,8 December 2020,3,How disappointing...
364,edgeofreality,https://www.imdb.com/review/rw6364821/?ref_=tt_urv,14 December 2020,1,Time can't be reversed...
365,ernestsbakulis,https://www.imdb.com/review/rw7166714/?ref_=tt_urv,26 July 2021,2,"Just a movie not worth wasting Your time, even if you can go back in time."
366,Beni_McBeni,https://www.imdb.com/review/rw6841332/?ref_=tt_urv,23 April 2021,1,Cant hear them talking
367,harry_tk_yung,https://www.imdb.com/review/rw6350851/?ref_=tt_urv,9 December 2020,,Inception: a hit. Entropy reversal: a miss.
